Date,SPY,EFA,IEF,VNQ,DBC
2006-05-10,91.61529541015625,39.12342834472656,47.76436233520508,28.485408782958984,21.15117645263672
2006-05-11,90.50941467285156,38.728633880615234,47.681068420410156,27.959266662597656,21.357295989990234
2006-05-12,89.32748413085938,38.22820281982422,47.50258255004883,27.605606079101562,21.28594398498535
2006-05-15,89.5072250366211,37.900123596191406,47.60369110107422,27.985139846801758,20.56452178955078
2006-05-16,89.37590026855469,37.84453201293945,47.78216552734375,27.877317428588867,20.627944946289062
2006-05-17,87.67559814453125,36.63789367675781,47.645347595214844,27.355484008789062,20.596237182617188
2006-05-18,87.23320007324219,36.52669143676758,47.98446273803711,27.14415168762207,20.60416030883789
2006-05-19,87.84838104248047,36.71018600463867,47.954689025878906,27.208837509155273,20.152280807495117
2006-05-22,87.177978515625,35.90392303466797,48.020172119140625,27.135541915893555,20.310834884643555
2006-05-23,86.51441192626953,35.915042877197266,48.002323150634766,26.83795166015625,20.627944946289062
2006-05-24,87.20559692382812,35.89280319213867,48.07368469238281,26.881092071533203,20.104713439941406
2006-05-25,88.28385925292969,36.37657165527344,47.996368408203125,27.38566780090332,20.453535079956055
2006-05-26,88.73309326171875,36.6712646484375,48.0379753112793,27.713436126708984,20.6517276763916
2006-05-30,87.1572036743164,36.11521530151367,47.996368408203125,27.484859466552734,20.540740966796875
2006-05-31,88.13176727294922,36.38212203979492,47.84764862060547,27.532306671142578,20.23155975341797
2006-06-01,88.97502899169922,36.61566162109375,47.927650451660156,28.036895751953125,19.985795974731445
2006-06-02,89.16162109375,36.97152328491211,48.29784393310547,28.360349655151367,20.382184982299805
2006-06-05,87.8622055053711,36.17082977294922,48.20229721069336,28.49834632873535,20.326688766479492
2006-06-06,87.6479263305664,35.73155212402344,48.244117736816406,28.15764808654785,20.152280807495117
2006-06-07,86.9913101196289,35.24223327636719,48.17844772338867,28.356027603149414,20.01750946044922
2006-06-08,86.91531372070312,34.46376037597656,48.244117736816406,28.295654296875,19.8034610748291
2006-06-09,86.63883209228516,34.42483139038086,48.36350631713867,28.481109619140625,19.835172653198242
2006-06-12,85.69884490966797,34.1301383972168,48.33961486816406,28.14039421081543,19.59733772277832
2006-06-13,84.70354461669922,33.062522888183594,48.40528869628906,27.851438522338867,19.066184997558594
2006-06-14,85.3601303100586,33.54072952270508,48.082881927490234,27.61423683166504,19.058258056640625
2006-06-15,87.17101287841797,34.697296142578125,47.97542190551758,28.192140579223633,19.26437759399414
2006-06-16,86.53582763671875,34.41927719116211,47.945556640625,28.136070251464844,19.304014205932617
2006-06-19,85.8554458618164,34.246910095214844,47.89181900024414,27.9420108795166,18.947263717651367
2006-06-20,86.14702606201172,34.45263671875,47.85599899291992,27.795368194580078,19.10582160949707
2006-06-21,86.78572845458984,34.89748001098633,47.84999465942383,28.118825912475586,19.3832950592041
2006-06-22,86.40391540527344,34.71398162841797,47.69472885131836,27.920440673828125,19.3753662109375
2006-06-23,86.3900146484375,34.613895416259766,47.65298080444336,27.709123611450195,19.335721969604492
2006-06-26,86.77186584472656,34.8863639831543,47.62312698364258,28.00464630126953,19.549774169921875
2006-06-27,86.02207946777344,34.2413444519043,47.7485237121582,27.974132537841797,19.621126174926758
2006-06-28,86.60523223876953,34.630584716796875,47.59328842163086,28.056957244873047,19.54184341430664
2006-06-29,88.35470581054688,35.90948486328125,47.790313720703125,28.68024253845215,19.969942092895508
2006-06-30,88.36166381835938,36.35987854003906,47.95745849609375,28.898174285888672,20.057147979736328
2006-07-03,88.72266387939453,36.5489387512207,47.93473434448242,29.43430519104004,20.58830451965332
2006-07-05,88.21586608886719,35.85387420654297,47.760868072509766,29.386356353759766,20.429750442504883
2006-07-06,88.47270965576172,36.23200225830078,47.910743713378906,29.456098556518555,20.56452178955078
2006-07-07,87.89651489257812,36.0651741027832,48.06059265136719,29.334049224853516,20.413896560668945
2006-07-10,88.06311798095703,36.365455627441406,48.09652328491211,29.56505584716797,20.271198272705078
2006-07-11,88.4518814086914,36.46553421020508,48.150516510009766,29.613000869750977,20.715150833129883
2006-07-12,87.50772857666016,35.781593322753906,48.19245910644531,29.691455841064453,20.921268463134766
2006-07-13,86.08456420898438,35.153263092041016,48.300350189208984,29.29046058654785,20.91334342956543
2006-07-14,85.7513427734375,34.85299301147461,48.33632278442383,28.88945770263672,21.008472442626953
2006-07-17,85.62635040283203,34.363677978515625,48.294376373291016,28.88945770263672,20.53281021118164
2006-07-18,86.063720703125,34.30806350708008,48.108543395996094,29.325328826904297,20.405969619750977
2006-07-19,87.2578125,35.153263092041016,48.41425323486328,29.778627395629883,20.477319717407227
2006-07-20,86.6607894897461,34.964202880859375,48.51614761352539,29.534549713134766,20.263269424438477
2006-07-21,86.04983520507812,34.964202880859375,48.4861946105957,29.050729751586914,20.207773208618164
2006-07-24,87.6187973022461,35.59808349609375,48.4861946105957,29.530179977416992,20.294981002807617
2006-07-25,87.93122100830078,35.58698272705078,48.43825149536133,29.68274688720703,20.120569229125977
2006-07-26,88.04925537109375,35.837188720703125,48.5580940246582,29.78734588623047,19.985795974731445
2006-07-27,87.96592712402344,36.05961990356445,48.55207443237305,29.691455841064453,20.37425994873047
2006-07-28,88.84758758544922,36.78247833251953,48.6839485168457,30.12295913696289,20.302907943725586
2006-07-31,88.75733947753906,36.65458679199219,48.761878967285156,30.022716522216797,20.501102447509766
2006-08-01,88.3199691772461,36.3987922668457,48.773319244384766,29.86579132080078,20.596237182617188
2006-08-02,88.9170150756836,36.79916763305664,48.81548309326172,29.809141159057617,20.87370491027832
2006-08-03,89.1530532836914,36.737998962402344,48.82750701904297,30.09246826171875,20.67551040649414
2006-08-04,89.0003433227539,36.76580047607422,49.06818389892578,30.56756019592285,20.6517276763916
2006-08-07,88.79207611083984,36.537811279296875,49.00196838378906,30.266809463500977,20.976762771606445
2006-08-08,88.4518814086914,36.40991973876953,49.007999420166016,29.8178653717041,20.68343734741211
2006-08-09,88.15339660644531,36.58787155151367,48.98394775390625,29.634782791137695,20.715150833129883
2006-08-10,88.42414093017578,36.6712646484375,48.9959831237793,29.65658950805664,20.445606231689453
2006-08-11,88.17417907714844,36.35431671142578,48.83951950073242,29.473520278930664,20.24741554260254
2006-08-14,88.2436294555664,36.476661682128906,48.755271911621094,29.756847381591797,20.057147979736328
2006-08-15,89.29885864257812,37.266231536865234,48.989933013916016,30.096818923950195,20.088855743408203
2006-08-16,90.04167175292969,37.60541915893555,49.194549560546875,30.15346908569336,19.87481117248535
2006-08-17,90.27079010009766,37.466407775878906,49.18255615234375,30.109882354736328,19.565628051757812
2006-08-18,90.72900390625,37.622100830078125,49.314945220947266,30.245023727416992,19.668689727783203
2006-08-21,90.34017944335938,37.505332946777344,49.37510299682617,30.41935920715332,19.827245712280273
2006-08-22,90.33325958251953,37.39968490600586,49.39310836791992,30.6329402923584,19.795534133911133
2006-08-23,90.08334350585938,37.266231536865234,49.345001220703125,30.397560119628906,19.58941078186035
2006-08-24,90.0069808959961,37.16058349609375,49.39310836791992,30.515256881713867,19.87481117248535
2006-08-25,90.11805725097656,37.132781982421875,49.45935821533203,30.49346923828125,19.866880416870117
2006-08-28,90.54847717285156,37.28846740722656,49.45332336425781,30.855243682861328,19.557701110839844
2006-08-29,90.65260314941406,37.58873748779297,49.49549102783203,30.85957145690918,19.525985717773438
2006-08-30,90.7081069946289,37.58873748779297,49.555625915527344,31.042661666870117,19.819318771362305
2006-08-31,90.6942138671875,37.58873748779297,49.62179946899414,31.068805694580078,19.819318771362305
2006-09-01,91.2357406616211,37.86677169799805,49.69550704956055,30.89011001586914,19.77967643737793
2006-09-05,91.4093017578125,38.06693649291992,49.532405853271484,31.20391273498535,19.74796485900879
2006-09-06,90.60398864746094,37.427490234375,49.49616622924805,31.055734634399414,19.64490509033203
2006-09-07,90.18746185302734,36.97710037231445,49.532405853271484,30.80292510986328,19.581485748291016
2006-09-08,90.4443130493164,36.988216400146484,49.58073043823242,31.094951629638672,19.422927856445312
2006-09-11,90.53460693359375,36.76580047607422,49.490108489990234,31.195215225219727,18.971046447753906
2006-09-12,91.42317962646484,37.18839645385742,49.629085540771484,31.596214294433594,18.6697940826416
2006-09-13,91.79115295410156,37.11610412597656,49.67744445800781,31.774911880493164,18.622230529785156
2006-09-14,91.79808044433594,37.166141510009766,49.58073043823242,31.60492706298828,18.51124382019043
2006-09-15,92.0135269165039,37.08830642700195,49.55055618286133,31.85774040222168,18.455747604370117
2006-09-18,92.13904571533203,37.24399948120117,49.47809600830078,31.631086349487305,18.677722930908203
2006-09-19,91.9089584350586,36.89924240112305,49.7740364074707,31.8664493560791,18.400253295898438
2006-09-20,92.39704132080078,37.260677337646484,49.78611373901367,31.79670524597168,18.289264678955078
2006-09-21,91.95079040527344,37.34965133666992,50.14257049560547,31.443653106689453,18.606374740600586
2006-09-22,91.67186737060547,37.166141510009766,50.293548583984375,31.526458740234375,18.392324447631836
2006-09-25,92.3761215209961,37.32184600830078,50.46267318725586,31.57399559020996,18.431962966918945
2006-09-26,93.14313507080078,37.41080093383789,50.33579635620117,31.49919319152832,18.51124382019043
2006-09-27,93.25471496582031,37.64990997314453,50.32373046875,31.776390075683594,18.788713455200195
2006-09-28,93.2198486328125,37.75555419921875,50.27541732788086,31.710386276245117,18.93933868408203
2006-09-29,93.14313507080078,37.672157287597656,50.22100830078125,31.679584503173828,18.98690414428711
2006-10-02,92.79447937011719,37.777793884277344,50.30955505371094,31.617998123168945,18.78078269958496
2006-10-03,92.9897232055664,37.81116485595703,50.303497314453125,31.925983428955078,18.471601486206055
2006-10-04,94.07750701904297,38.17259216308594,50.533897399902344,32.29558181762695,18.606374740600586
2006-10-05,94.25877380371094,38.21706771850586,50.35810089111328,32.50676727294922,18.709434509277344
2006-10-06,94.1402359008789,37.877891540527344,50.085227966308594,32.30438232421875,18.78078269958496
2006-10-09,94.196044921875,37.90569305419922,50.14580535888672,32.489173889160156,19.304014205932617
2006-10-10,94.3215560913086,37.950172424316406,49.84266662597656,32.49359130859375,18.788713455200195
2006-10-11,94.20997619628906,37.92237091064453,49.78202819824219,32.370391845703125,18.535022735595703
2006-10-12,95.02581024169922,38.32828140258789,49.81235122680664,32.6651725769043,18.74114418029785
2006-10-13,95.26986694335938,38.395015716552734,49.72747802734375,33.03917694091797,19.145462036132812
2006-10-16,95.416259765625,38.53956985473633,49.81235122680664,33.10956954956055,19.311941146850586
2006-10-17,95.116455078125,38.300472259521484,49.86697006225586,32.99958419799805,19.327795028686523
2006-10-18,95.24193572998047,38.395015716552734,49.85478210449219,33.16676330566406,19.01861572265625
2006-10-19,95.39532470703125,38.68416213989258,49.81235122680664,33.08757781982422,19.335721969604492
2006-10-20,95.416259765625,38.806480407714844,49.80024337768555,33.04357147216797,19.066184997558594
2006-10-23,95.85559844970703,38.839839935302734,49.66080856323242,33.2415771484375,19.10582160949707
2006-10-24,96.1414566040039,38.84540939331055,49.72747802734375,33.06997299194336,19.2405948638916
2006-10-25,96.46918487548828,39.11787414550781,49.90934753417969,33.23716735839844,19.581485748291016
2006-10-26,96.76898193359375,39.41813659667969,50.079166412353516,33.567169189453125,19.446712493896484
2006-10-27,96.16239929199219,39.14566421508789,50.24284362792969,33.3427734375,19.502208709716797
2006-10-30,96.09265899658203,39.062259674072266,50.26713562011719,33.53196716308594,19.29608726501465
2006-10-31,96.07872772216797,39.08452224731445,50.49148941040039,33.58919143676758,19.177173614501953
2006-11-01,95.43023681640625,39.01778030395508,50.666751861572266,33.32957458496094,19.422927856445312
2006-11-02,95.37444305419922,39.16234588623047,50.52680969238281,32.695987701416016,19.280231475830078
2006-11-03,95.20709228515625,39.01222229003906,50.14336013793945,32.335182189941406,19.518062591552734
2006-11-06,96.28093719482422,39.59050369262695,50.192039489746094,32.634376525878906,19.85895538330078
2006-11-07,96.65046691894531,39.634986877441406,50.36250305175781,32.27798843383789,19.81138801574707
2006-11-08,96.8596420288086,39.646121978759766,50.472007751464844,32.38798904418945,19.78760528564453
2006-11-09,96.35064697265625,39.445945739746094,50.465972900390625,32.4363899230957,20.04922103881836
2006-11-10,96.39246368408203,39.60163879394531,50.57550811767578,32.5683708190918,19.62904930114746
2006-11-13,96.62958526611328,39.351409912109375,50.55111312866211,32.64759063720703,19.486352920532227
2006-11-14,97.35475158691406,39.785125732421875,50.65459060668945,33.06117248535156,19.54184341430664
2006-11-15,97.63367462158203,39.774009704589844,50.51460647583008,33.10077667236328,19.692474365234375
2006-11-16,97.88471984863281,39.690589904785156,50.386802673339844,33.325172424316406,19.20095443725586
2006-11-17,97.91255187988281,39.57383728027344,50.569374084472656,33.19756317138672,19.438785552978516
2006-11-20,97.96833801269531,39.273563385009766,50.599796295166016,34.345947265625,19.367435455322266
2006-11-21,98.06594848632812,39.46818161010742,50.672882080078125,34.900333404541016,19.549774169921875
2006-11-22,98.2612075805664,39.85184860229492,50.751953125,35.054351806640625,19.621126174926758
2006-11-24,97.86376190185547,39.640560150146484,50.806739807128906,35.20392990112305,19.89066505432129
2006-11-27,96.5180435180664,39.3124885559082,50.85541915893555,34.253536224365234,19.94615936279297
2006-11-28,96.93639373779297,39.66279220581055,50.946739196777344,34.345947265625,20.00165367126465
2006-11-29,97.94739532470703,40.113182067871094,50.885860443115234,34.829952239990234,20.255342483520508
2006-11-30,97.98926544189453,40.28557586669922,51.15362548828125,35.19512939453125,20.437681198120117
2006-12-01,97.77308654785156,40.23552703857422,51.27214431762695,35.129150390625,20.429750442504883
2006-12-04,98.51921844482422,40.49687576293945,51.26601028442383,35.538352966308594,20.334617614746094
2006-12-05,98.94451904296875,40.72483444213867,51.198875427246094,35.26554489135742,20.398040771484375
2006-12-06,98.8608627319336,40.63587951660156,51.11943817138672,35.067543029785156,20.128496170043945
2006-12-07,98.42857360839844,40.77488327026367,51.10110855102539,34.851959228515625,20.057147979736328
2006-12-08,98.60983276367188,40.67479705810547,50.869049072265625,34.96633529663086,19.89859390258789
2006-12-11,98.895751953125,40.84160614013672,51.0278205871582,35.045562744140625,19.93030548095703
2006-12-12,98.81901550292969,41.008426666259766,51.11943817138672,34.88713836669922,19.89859390258789
2006-12-13,98.92359924316406,41.16413116455078,50.8568115234375,34.70673751831055,19.90652084350586
2006-12-14,99.79521179199219,41.33094024658203,50.777381896972656,34.733158111572266,20.136425018310547
2006-12-15,99.80437469482422,41.16413116455078,50.78964614868164,34.47356033325195,20.23155975341797
2006-12-18,99.5309066772461,41.10295486450195,50.81403732299805,34.25796127319336,19.874197006225586
2006-12-19,99.7201919555664,41.28644943237305,50.80184555053711,33.96756362915039,20.10972785949707
2006-12-20,99.66409301757812,41.21417236328125,50.78964614868164,34.323970794677734,20.150339126586914
2006-12-21,99.29949188232422,41.19314956665039,50.97279739379883,34.042362213134766,19.94729232788086
2006-12-22,98.68949890136719,41.09663391113281,50.74074172973633,33.743560791015625,20.10161018371582
2006-12-26,99.2714614868164,41.07960891723633,50.777381896972656,33.985816955566406,19.79297637939453
2006-12-27,99.92353057861328,41.590614318847656,50.641998291015625,34.29090881347656,19.73612403869629
2006-12-28,99.71321868896484,41.6190071105957,50.52560043334961,34.38513946533203,19.8823184967041
2006-12-29,99.29949188232422,41.573585510253906,50.501102447509766,34.54664993286133,19.96354103088379
2007-01-03,99.12419891357422,41.73823928833008,50.648109436035156,34.600494384765625,19.330032348632812
2007-01-04,99.33452606201172,41.6190071105957,50.83192443847656,34.64534378051758,18.82647705078125
2007-01-05,98.54222106933594,40.99443054199219,50.666534423828125,34.00376892089844,18.761499404907227
2007-01-08,98.99803161621094,41.051212310791016,50.70328903198242,34.05313491821289,18.858964920043945
2007-01-09,98.91386413574219,41.09096145629883,50.69105911254883,34.48385238647461,18.69652557373047
2007-01-10,99.243408203125,40.77867889404297,50.60527038574219,34.928009033203125,18.420381546020508
2007-01-11,99.6781234741211,41.03985595703125,50.47050094604492,35.38115692138672,18.39601707458496
2007-01-12,100.4354019165039,41.50543212890625,50.36634063720703,35.49331283569336,18.82647705078125
2007-01-16,100.23905181884766,41.454349517822266,50.46435546875,35.995811462402344,18.39601707458496
2007-01-17,100.28116607666016,41.47705841064453,50.36634063720703,35.98234176635742,18.558454513549805
2007-01-18,99.9445571899414,41.33509826660156,50.43369674682617,35.9374885559082,18.3635311126709
2007-01-19,100.14092254638672,41.84043502807617,50.35411071777344,36.29642105102539,18.639673233032227
2007-01-22,99.83238220214844,41.63036346435547,50.44593811035156,35.99132537841797,18.655914306640625
2007-01-23,100.12693786621094,41.999420166015625,50.298954010009766,36.16181945800781,19.248815536499023
2007-01-24,100.93321228027344,42.27195739746094,50.30509567260742,36.63291931152344,19.086374282836914
2007-01-25,99.74822235107422,41.584922790527344,50.10909652709961,36.85725021362305,18.91581916809082
2007-01-26,99.65708923339844,41.66442108154297,50.10295104980469,36.97837448120117,19.151350021362305
2007-01-29,99.60099792480469,41.709842681884766,50.06620788574219,37.09952926635742,18.761499404907227
2007-01-30,100.11985778808594,41.993743896484375,50.11518478393555,37.28345489501953,19.28130340576172
2007-01-31,100.79297637939453,42.15272521972656,50.298954010009766,37.579566955566406,19.484346389770508
2007-02-01,101.39596557617188,42.504756927490234,50.26268005371094,37.72762680053711,19.4112491607666
2007-02-02,101.5362319946289,42.41958999633789,50.30570602416992,37.79492950439453,19.663026809692383
2007-02-05,101.56427001953125,42.28330612182617,50.361087799072266,37.79492950439453,19.598054885864258
2007-02-06,101.59229278564453,42.612632751464844,50.50251007080078,38.35127639770508,19.500591278076172
2007-02-07,101.81671142578125,42.73186111450195,50.613197326660156,39.154380798339844,19.265056610107422
2007-02-08,101.68347930908203,42.561519622802734,50.62544631958008,38.853763580322266,19.711761474609375
2007-02-09,100.92622375488281,42.37983322143555,50.47172927856445,38.40510940551758,19.833587646484375
2007-02-12,100.5826644897461,42.21517562866211,50.40409469604492,37.70968246459961,19.459980010986328
2007-02-13,101.43108367919922,42.75458526611328,50.36720657348633,38.44101333618164,19.81734275817871
2007-02-14,102.09718322753906,43.33373260498047,50.65620422363281,38.16731262207031,19.549318313598633
2007-02-15,102.2303695678711,43.384830474853516,50.73615646362305,38.44995880126953,19.549318313598633
2007-02-16,102.18126678466797,43.36777877807617,50.791507720947266,38.35127639770508,19.890438079833984
2007-02-20,102.39867401123047,43.430259704589844,50.85295104980469,38.64738464355469,19.67115020751953
2007-02-21,102.35659790039062,43.20881271362305,50.84684753417969,38.52174758911133,20.093486785888672
2007-02-22,102.2793960571289,43.40186309814453,50.71770095825195,38.31539535522461,20.36962890625
2007-02-23,101.87982940673828,43.53813171386719,50.920589447021484,37.646873474121094,20.49958038330078
2007-02-26,101.78861999511719,43.560848236083984,51.08051681518555,37.45843505859375,20.556434631347656
2007-02-27,97.81299591064453,41.80636215209961,51.510921478271484,36.29642105102539,20.166584014892578
2007-02-28,98.81568908691406,42.10163116455078,51.33260726928711,36.565608978271484,20.47521209716797
2007-03-01,98.52117156982422,41.67011260986328,51.37892150878906,36.19770812988281,20.329023361206055
2007-03-02,97.23104095458984,41.107975006103516,51.54547882080078,35.62343978881836,20.142215728759766
2007-03-05,96.30554962158203,40.25630187988281,51.5762825012207,34.237091064453125,19.84170913696289
2007-03-06,97.95327758789062,41.50543212890625,51.5084342956543,35.49331283569336,20.028512954711914
2007-03-07,97.85508728027344,41.51680374145508,51.601016998291016,34.99530029296875,20.304656982421875
2007-03-08,98.68247985839844,42.005096435546875,51.594844818115234,35.556129455566406,20.337141036987305
2007-03-09,98.71051025390625,42.0732307434082,51.30484390258789,36.02722930908203,20.069122314453125
2007-03-12,98.85775756835938,42.34576416015625,51.44674301147461,36.206668853759766,19.8823184967041
2007-03-13,96.93656158447266,41.33509826660156,51.675025939941406,35.3542366027832,19.728004455566406
2007-03-14,97.65876007080078,41.352142333984375,51.607181549072266,35.52471160888672,19.768611907958984
2007-03-15,97.79198455810547,41.539512634277344,51.5516357421875,35.84327697753906,19.646787643432617
2007-03-16,97.51815795898438,41.590614318847656,51.54547882080078,35.4439697265625,19.695514678955078
2007-03-19,98.69374084472656,42.232208251953125,51.477596282958984,35.79841613769531,19.79297637939453
2007-03-20,99.23577880859375,42.58993148803711,51.5516357421875,35.941986083984375,19.81734275817871
2007-03-21,100.86895751953125,43.49838638305664,51.62565612792969,36.37718200683594,19.84983253479004
2007-03-22,100.79153442382812,43.33373260498047,51.45293045043945,36.41307067871094,20.174707412719727
2007-03-23,100.93936920166016,43.435916900634766,51.372737884521484,36.435489654541016,20.182825088500977
2007-03-26,100.80559539794922,43.45296096801758,51.415897369384766,35.852020263671875,20.272167205810547
2007-03-27,100.56626892089844,43.259910583496094,51.40357971191406,35.47749328613281,20.329023361206055
2007-03-28,99.83415985107422,42.879493713378906,51.39740753173828,35.242835998535156,20.523944854736328
2007-03-29,99.9397201538086,43.254241943359375,51.32338333129883,35.30149841308594,20.921916961669922
2007-03-30,99.96085357666016,43.32236099243164,51.26165008544922,35.8068962097168,20.613285064697266
2007-04-02,100.0735092163086,43.435916900634766,51.31865692138672,36.03254318237305,20.410240173339844
2007-04-03,101.15055084228516,43.799320220947266,51.275299072265625,36.34842300415039,20.329023361206055
2007-04-04,101.26315307617188,43.981014251708984,51.3558235168457,36.167911529541016,20.556434631347656
2007-04-05,101.53773498535156,44.139984130859375,51.225738525390625,36.13180923461914,20.597043991088867
2007-04-09,101.6784896850586,44.10593795776367,50.99039077758789,36.19948959350586,20.385875701904297
