date,return,n_invested
2016-10-31,-0.023036405783607952,5
2016-11-30,0.006897088739083807,3
2016-12-31,0.012393422537385707,2
2017-01-31,0.008994917192864046,3
2017-02-28,0.010032073779250035,3
2017-03-31,-0.004699257911745933,4
2017-04-30,0.0015090287132351796,3
2017-05-31,0.010152202528468017,2
2017-06-30,0.0009747807307616847,3
2017-07-31,0.012620638001093065,4
2017-08-31,0.0030551086594549377,4
2017-09-30,0.005813833543687616,4
2017-10-31,0.013273221815689774,5
2017-11-30,0.014135736104797172,5
2017-12-31,0.010417791115387433,4
2018-01-31,0.018940033724416057,4
2018-02-28,-0.022466211446849134,3
2018-03-31,-0.002016378324852246,3
2018-04-30,0.011494348337448487,3
2018-05-31,0.007046443067875965,3
2018-06-30,0.0059055246699230715,3
2018-07-31,0.004401527611453386,3
2018-08-31,0.008708115509544005,4
2018-09-30,0.00019467270577354189,4
2018-10-31,-0.030362074398606193,3
2018-11-30,0.010499611898620071,1
2018-12-31,-0.027515104322391862,3
2019-01-31,0.002485165058994851,1
2019-02-28,0.0013348003381287487,2
2019-03-31,0.01796342101493036,3
2019-04-30,0.012866585890322857,4
2019-05-31,-0.016054733312042893,4
2019-06-30,0.006227857401145218,2
2019-07-31,0.0025653240206443494,4
2019-08-31,0.008524054530087047,4
2019-09-30,0.012016707077882584,4
2019-10-31,0.014101787523964467,4
2019-11-30,0.005767735512578792,4
2019-12-31,0.011740566367330616,4
2020-01-31,-0.013715856975511568,5
2020-02-29,-0.039439934440212716,4
2020-03-31,0.007038592267994659,1
2020-04-30,0.0006438632492235744,1
2020-05-31,0.0007415923555501898,1
2020-06-30,0.003512234571267823,2
2020-07-31,0.013551754270597691,2
2020-08-31,0.021296957854179517,3
2020-09-30,-0.018198515500350065,4
2020-10-31,-0.021111764574686817,4
2020-11-30,0.050801038853788075,3
2020-12-31,0.033227503477287326,4
2021-01-31,0.0031500208772496947,4
2021-02-28,0.03717031336713822,4
2021-03-31,0.022980760600533286,4
2021-04-30,0.04786305015187046,4
2021-05-31,0.017601115206298146,4
2021-06-30,0.014600455282880944,4
2021-07-31,0.017876630159405937,4
2021-08-31,0.008883497344389224,5
2021-09-30,-0.019973445218964915,5
2021-10-31,0.04606089571328066,4
2021-11-30,-0.03240428460320469,4
2021-12-31,0.04056971241016666,4
2022-01-31,-0.023303304188118365,5
2022-02-28,-0.00022385723332577422,3
2022-03-31,0.01824269975424787,1
2022-04-30,-0.014594452670640742,3
2022-05-31,0.009479620185902057,1
2022-06-30,-0.014006692544527445,1
2022-07-31,-0.00249228742986917,1
2022-08-31,-0.0012340423514904787,1
2022-09-30,-0.011987962827012082,1
2022-10-31,0.0029000000000000002,0
2022-11-30,0.003458333333333334,0
2022-12-31,-0.013426434066747771,2
2023-01-31,0.020834002883569628,1
2023-02-28,-0.02927316149457144,4
2023-03-31,0.015618617282412433,2
2023-04-30,0.012137030240304308,3
2023-05-31,-0.008254253845582905,3
2023-06-30,0.02110949356173607,3
2023-07-31,0.015394181522580161,4
2023-08-31,-0.018122209667061233,4
2023-09-30,-0.01220184304608479,3
2023-10-31,-0.0054775136175268585,2
2023-11-30,-0.001582619621255001,1
2023-12-31,0.03241454569744633,4
2024-01-31,-0.007219646851596588,4
2024-02-29,0.017075463136288948,4
2024-03-31,0.01953952944740479,4
2024-04-30,-0.03367628409548338,5
2024-05-31,0.020986489425120842,3
2024-06-30,0.00884386588391286,5
2024-07-31,0.023682000054138452,5
2024-08-31,0.024968269831864218,4
